id;Pedido;Cliente;DATA_PEDIDO;DTA_CRIA_OM;DTA_LIBERACAO_CREDITO;DATA_EST_PICK;STATUS;DATA_GERACAO_NF;DAT_MINUTA;Editora;sku;volume;peso;valor;NF
ATI1377615;1377615;INOVACAO DISTRIBUIDORA DE LIVROS LTDA.;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;20;243;59,74;7953,83;254371
ATI1377629;1377629;LIVRARIA LIVRO FACIL LTDA;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;13;68;27,125;3457,92;254462
ATI1377689;1377689;LIVRARIA E PAPELARIA PSICO CULTURAL LTDA - EPP;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;1;1;0,25;60,23;254427
ATI1377694;1377694;ANGULO ATIVIDADES EDUCACIONAIS LTDA. - EPP;;;20/12/2016;22/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;2;40;5,02;948;254479
SER1377723;1377723;MB OLIVEIRA NASCIMENTO ME;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;13;35;18,402;584,04;254152
SER1377799;1377799;TELES ARTES & PAPELARIA LTDA - ME;;;;21/12/2016;MOVE CONF -> CL;22/12/2016;23/12/2016;SER;24;144;51,732;227,02;254095
SER1377833;1377833;CEMEP-CENTRO MODERNO DE EDUCACAO DE PETROLINA LTDA;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;3;3;1,97;63,06;254186
SER1377874;1377874;NATALIA APARECIDA THIEMY ALVES;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;342;342;85,542;424,56;254155
ATI1377944;1377944;LIVRARIA CULTURA S/A;;;22/12/2016;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;ATICA;14;545;599,22;53279,22;254656
SER1377986;1377986;TELES ARTES & PAPELARIA LTDA - ME;;;;21/12/2016;FINALIZADO;23/12/2016;23/12/2016;SER;12;480;274,92;2923,36;254239
SER1377992;1377992;AVANY LUCIA SANTOS NEVES ME;;;;21/12/2016;FINALIZADO;22/12/2016;28/12/2016;SER;4;520;166,08;6023,16;254124
ATI1378049;1378049;ESCOLA PROFISSIONAL PADRE JOAO PIAMARTA;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;5;5;0,93;240;254187
SER1378121;1378121;COLEGIO SER LTDA.;;;21/12/2016;22/12/2016;FINALIZADO;23/12/2016;03/01/2017;SER;48;3479;1934,205;159375,57;254252
REQ35576;35576;EDITORA ATICA S/A;;;;21/12/2016;FINALIZADO;21/12/2016;21/12/2016;REQUISICAO ATICA;70;93;53,362;2403,43;254044
ATI1378183;1378183;ARTE CEB LTDA - ME;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;5;5;0,93;240;254129
ATI1378199;1378199;GUILHERME DE ALMEIDA COL;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;5;5;0,93;240;254163
SER1378210;1378210;JARDIM ESCOLA SOLDADINHO DE CHUMBO;;;21/12/2016;22/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;10;18;14,826;35,4;254209
ATI1378217;1378217;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;22/12/2016;23/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;11;170;37,825;6259,41;254350
ATI1378232;1378232;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;21/12/2016;23/12/2016;FINALIZADO;27/12/2016;29/12/2016;ATICA;4;260;175,55;22457,76;254433
REQ35554;35554;EDITORA ATICA S/A;;;;21/12/2016;FINALIZADO;26/12/2016;28/12/2016;REQUISICAO ATICA;10;1320;870,85;39387,5;254334
ATI1378257;1378257;LIVRARIA LIVRO FACIL LTDA;;;21/12/2016;22/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;9;185;106,825;13505,3;254546
SER1378429;1378429;EDITORA ATICA S/A;;;;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;SER;4;810;757,49;11918,4;254254
SER1378442;1378442;CENTRO EDUCACIONAL NOVA VIDA LTDA - ME;;;22/12/2016;23/12/2016;FINALIZADO;26/12/2016;27/12/2016;SER;52;2258;1208,513;79822,78;254347
ATI1378526;1378526;CRISTIANI ALVES CARVALHO;;;;26/12/2016;FINALIZADO;27/12/2016;02/01/2017;ATICA;4;4;4,82;134,71;254452
SER1378704;1378704;COLEGIO BATISTA MORIAH LTDA - EPP;;;;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;SER;101;127;29,012;165,96;254662
SER1378754;1378754;COLEGIO O PEQUENO PRINCIPE;;;;27/12/2016;FINALIZADO;27/12/2016;29/12/2016;SER;15;18;8,065;469,35;254455
SER1378762;1378762;EEI MARISOL DE TATUI  LTDA ME;;;;;BLOQUEADO;;;SER;182;372;124,387;525,62;0
SER1378783;1378783;PRIME EMPREENDIMENTO EDUCACIONAL LTDA;;;;28/12/2016;FINALIZADO;29/12/2016;29/12/2016;SER;52;156;16,56;212,45;254561
SER1378795;1378795;MARTELLI E SOUZA LTDA - ME;;;02/01/2017;03/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;1;1;0,56;1,25;254804
ATI1359778;1359778;COLEGIO SAO JOSE DE PETROPOLIS LTDA;;;;;BLOQUEADO;;;ATICA;2;70;28,805;87,5;0
ATI1378413;1378413;LIVRARIA INTERNACIONAL-SBS LTDA;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;9;9;5,883;667,42;254693
ATI1378455;1378455;MODELO PAPELARIA E LIVRARIA LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;8;11;8,275;1040,21;254710
SER1378912;1378912;COMPLEXO EDUCACIONAL CONEXAO;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;24;808;438,68;5320,32;254672
SER1378998;1378998;MARIA DA GLORIA DI CARNEIRO - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;66;132;46,634;196,81;254701
SER1378999;1378999;MARIA DA GLORIA DI CARNEIRO - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;19;43;20,28;1035,35;254750
ATI1378935;1378935;SARAIVA E SICILIANO S/A;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;;ATICA;14;46;8,61;1104,95;254702
ATI1379025;1379025;B2W COMPANHIA DIGITAL;;;28/12/2016;02/01/2017;FINALIZADO;02/01/2017;;ATICA;35;70;23,678;3056,76;254659
SER1379046;1379046;JELM COLGIO E CURSOS LTDA EPP;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;6;6;2,79;10,81;254762
SER1379429;1379429;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;36;180;24,49;194;254737
SER1379469;1379469;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;02/01/2017;;SER;2;4;14,57;319,48;254660
SER1379460;1379460;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;108;324;80,79;421,38;254727
SER1379494;1379494;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;02/01/2017;;SER;16;80;20,525;629,44;254669
SER1379507;1379507;GNG REALIZACOES EDUCACIONAIS LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;60;305;43,79;310,08;254774
SER1379513;1379513;GNG REALIZACOES EDUCACIONAIS LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;2;10;3,5;249,3;254705
SER1379864;1379864;MARIA DA GLORIA DI CARNEIRO - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;31;777;437,839;4542,19;254779
SER1379873;1379873;A E E BORGES LTDA;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;1;8;17,52;160,94;254632
SER1383172;1383172;LIVRARIA CLASSICA LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;SER;1;5;4,9;34,55;254756
ATI1383210;1383210;PHPA - SERVICOS ARTISTICOS E PEDAGOGICOS SOCIEDADE;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;1;3;0,66;36,69;254791
SER1383234;1383234;GNG REALIZACOES EDUCACIONAIS LTDA - EPP;;;;02/01/2017;FINALIZADO;02/01/2017;;SER;1;600;1314;26325;254654
SER1383236;1383236;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;2;100;102,9;1996,8;254763
SER1383264;1383264;COLEGIO RAIMUNDO NONATO VIEIRA LTDA - ME;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;26;78;16,29;90;254600
SER1383267;1383267;COLEGIO RAIMUNDO NONATO VIEIRA LTDA - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;20;60;13,605;75;254755
ATI1383275;1383275;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;04/01/2017;04/01/2017;FINALIZADO;06/01/2017;;ATICA;70;917;213,504;19702,49;Entrega Confirmada
ATI1383426;1383426;LIVRARIA LIVRO FACIL LTDA;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;7;31;2,466;476,7;254736
ATI1383466;1383466;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;02/01/2017;03/01/2017;FINALIZADO;03/01/2017;05/01/2017;ATICA;5;159;93,115;11209,88;254862
ATI1383521;1383521;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;02/01/2017;FINALIZADO;05/01/2017;;ATICA;21;39;35,635;3114,44;255040
ATI1383525;1383525;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;02/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;34;322;255,695;22172,71;Entrega Confirmada
ATI1383459;1383459;LIVRARIA CULTURA S/A;;;;;BLOQUEADO;;;ATICA;6;90;46,125;6671,68;Em Conferencia
ATI1383527;1383527;LIVRARIA LIVRO FACIL LTDA;;;02/01/2017;03/01/2017;FINALIZADO;03/01/2017;04/01/2017;ATICA;4;132;44,88;5116,7;254844
SER1383592;1383592;GIOVANE LEAL NOVAES DE CARVALHO LIMA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;13;30;15,006;739,5;254840
SER1383630;1383630;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;03/01/2017;05/01/2017;SER;40;68;34,542;845,56;254861
SER1383659;1383659;CONGREGACAO DAS IRMAS DE NOSSA SENHORA DA CONSOLAC;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;37;37;18,54;65,64;254828
ATI1383663;1383663;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;2;2;2,19;150,33;254783
SER1383673;1383673;SISTEMA DE ENSINO KIDS LTDA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;47;123;27,815;3443,78;254869
SER1383693;1383693;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;;;SER;31;3257;1644,799;17080,85;Entrega Confirmada
ATI1383720;1383720;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;2;2;3,545;260,66;254758
SER1383724;1383724;SERVICO SOCIAL DA INDUSTRIA SESI;;;;03/01/2017;FINALIZADO;;;SER;108;324;88,92;456,49;Entrega Confirmada
SER1383757;1383757;CENTRO EDUCACIONAL ANTONIO GALDINO LTDA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;22;56;35,202;1435,95;254851
ATI1383759;1383759;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;3;4;0,59;96,54;254752
ATI1383789;1383789;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;2;26;28,03;1667,32;254911
ATI1383791;1383791;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;4;48;26,86;3079,44;254903
ATI1383790;1383790;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;3;702;738,675;71356,56;254688
ATI1383820;1383820;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;8;84;19,52;2648,5;254919
ATI1383850;1383850;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;03/01/2017;FINALIZADO;03/01/2017;05/01/2017;ATICA;1;9;11,88;716,85;254864
ATI1383858;1383858;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;8;149;83,875;6350,01;255002
SER1383885;1383885;GIOVANE LEAL NOVAES DE CARVALHO LIMA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;1;15;32,85;301,77;254857
ATI1384161;1384161;ESC SABER VIVER LTDA;;;;03/01/2017;FINALIZADO;04/01/2017;04/01/2017;ATICA;1;100;23,5;125;254885
ATI1384078;1384078;SISTEMA IDEAL DE EDUCACAO E EDITORA LTDA - EPP;;;;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;3;3;0,84;39,22;254977
SER1384238;1384238;CIRANDA ABC LTDA;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;1;2;4,72;12,55;254962
SER1384245;1384245;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;32;1155;491,265;5281,56;255020
SER1384267;1384267;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;33;1810;840,47;8844,18;255025
ATI1384323;1384323;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;03/01/2017;MOVE CONF -> CL;;;ATICA;1;3;0,21;35,1;Conferˆncia Finalizada
ATI1384354;1384354;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;18;304;55,172;7000,53;255044
ATI1384367;1384367;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;;ATICA;12;182;26,87;4082;255005
ATI1384344;1384344;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;10;328;69,34;8043,75;255038
SER1384432;1384432;CIRANDA ABC LTDA;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;1;10;21,9;201,18;254960
SER1384434;1384434;PROVINCIA SAO FRANCISCO DAS CHAGAS DO CEARA E PIAU;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;10;375;112,185;1970,65;254895
SER1384447;1384447;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;25;3480;1763,78;18205,8;255014
SER1384556;1384556;COLEGIO ALVES & FREITAS LTDA;;;04/01/2017;05/01/2017;FINALIZADO;05/01/2017;;SER;15;332;193,35;19486,28;Entrega Confirmada
ATI36125;36125;EMBALARTE MANUSEIO E EMBALAGENS PROMOCIONAIS LTDA ;;;;04/01/2017;FINALIZADO;04/01/2017;04/01/2017;ATICA;1;8320;166,4;1123,2;254993
ATI36126;36126;EMBALARTE MANUSEIO E EMBALAGENS PROMOCIONAIS LTDA ;;;;04/01/2017;FINALIZADO;04/01/2017;04/01/2017;ATICA;1;260;5,2;35,1;254994
ATI1384659;1384659;ROSANIA PEREIRA DOS SANTOS;;;;04/01/2017;FINALIZADO;05/01/2017;05/01/2017;ATICA;7;260;59,18;325;255077
ATI1384667;1384667;ROSANIA PEREIRA DOS SANTOS;;;;04/01/2017;FINALIZADO;05/01/2017;05/01/2017;ATICA;2;80;29;4640;255048
ATI1384687;1384687;ELIANE ALCURE DE OLIVEIRA - ME;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;2;2;0,225;17,5;255091
SER1384698;1384698;MARISA C. DA SILVA INDAIATUBA - ME;;;04/01/2017;;BLOQUEADO;;;SER;24;109;53,163;4885,05;0
ATI1375240;1375240;MARIA REGINA FIGUEIREDO HORTA;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;1;1;0,15;8,38;255070
ATI1384793;1384793;LIVRARIA LIVRO FACIL LTDA;;;04/01/2017;04/01/2017;FINALIZADO;05/01/2017;05/01/2017;ATICA;2;2;0,66;95,55;Entrega Confirmada
SER1384805;1384805;FERNANDES E OLIVEIRA LTDA - EPP;;;04/01/2017;05/01/2017;FINALIZADO;06/01/2017;;SER;281;763;161,541;919,47;Entrega Confirmada
ATI1384825;1384825;SARAIVA E SICILIANO S/A;;;04/01/2017;04/01/2017;FINALIZADO;05/01/2017;;ATICA;12;189;167,009;15565,1;255089
SER1384848;1384848;GNPK COLEGIO E CURSOS LTDA;;;;04/01/2017;FINALIZADO;05/01/2017;;SER;6;8;2,832;236,04;255080
SER1384915;1384915;COLEGIO BATISTA MORIAH LTDA - EPP;;;;04/01/2017;FINALIZADO;05/01/2017;05/01/2017;SER;24;69;41,234;1380,17;255034
ATI1384927;1384927;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;3;40;46,51;3154,67;Entrega Confirmada
ATI1384945;1384945;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;04/01/2017;05/01/2017;FINALIZADO;06/01/2017;;ATICA;4;117;99,405;9987,5;Entrega Confirmada
ATI1384995;1384995;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;04/01/2017;05/01/2017;FINALIZADO;06/01/2017;;ATICA;4;130;102,85;5399,1;Entrega Confirmada
SER1385039;1385039;PRIME EMPREENDIMENTO EDUCACIONAL LTDA;;;;05/01/2017;FINALIZADO;05/01/2017;;SER;1;65;8,58;26,85;Entrega Confirmada
REQ36577;36577;EDITORA ATICA S/A;;;;05/01/2017;NÇO PLANEJADO;;;REQUISICAO ATICA;70;15050;10768,95;513113,75;Em Separa‡Æo
REQ36583;36583;EDITORA ATICA S/A;;;;05/01/2017;FINALIZADO;06/01/2017;;REQUISICAO ATICA;18;1410;961,2;50984,75;Entrega Confirmada
SER1385160;1385160;EDITORA ATICA S/A;;;;05/01/2017;FINALIZADO;05/01/2017;;SER;17;610;315,89;2835,22;Entrega Confirmada
ATI1385205;1385205;CENTRO DE ENSINO BILINGUE EIRELI - EPP;;;;05/01/2017;FINALIZADO;06/01/2017;;ATICA;11;21;5,772;26,25;Entrega Confirmada
ATI1385232;1385232;COLEGIO TELES S/C LTDA ME;;;;;BLOQUEADO;;;ATICA;9;270;50,25;29334,33;0
SER1385228;1385228;EDITORA ATICA S/A;;;;05/01/2017;FINALIZADO;;;SER;34;1113;528,641;5854,4;Entrega Confirmada
SER1385255;1385255;SESI - UNIDADE MATO GROSSO;;;;05/01/2017;FINALIZADO;06/01/2017;;SER;148;306;101,945;455,16;Entrega Confirmada
ATI1385282;1385282;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;05/01/2017;;BLOQUEADO;;;ATICA;5;57;14,69;1977,75;0
SER1385419;1385419;MUNICIPIO DE POUSO ALEGRE;;;;05/01/2017;MOVE CONF -> CL;;;SER;9;9;3,13;11,97;Conferˆncia Finalizada
ATI1385434;1385434;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;;;05/01/2017;05/01/2017;NÇO PLANEJADO;;;ATICA;42;148;24,726;3939,79;Em Separa‡Æo
ATI1385449;1385449;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;;;05/01/2017;05/01/2017;NÇO PLANEJADO;;;ATICA;235;809;164,835;23242,42;Em Separa‡Æo
SER1385463;1385463;FERNANDO LUIZ FERREIRA;;;;05/01/2017;MOVE CONF -> CL;;;SER;45;45;22,691;613,82;Em Conferencia
SER1385477;1385477;JOSEFA NERY DOS SANTOS - ME;;;;05/01/2017;MOVE CONF -> CL;;;SER;30;60;8,992;35,5;Em Conferencia
SER1385480;1385480;JOSEFA NERY DOS SANTOS - ME;;;;05/01/2017;NÇO PLANEJADO;;;SER;16;32;8,21;251,78;Em Separa‡Æo
ATI1385539;1385539;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;;BLOQUEADO;;;ATICA;86;3891;823,957;97487,55;0
ATI1385584;1385584;ASSOCIACAO EDUCACIONAL UIRAPURU;;;;;BLOQUEADO;;;ATICA;11;169;34,53;33126,84;0
SER1385596;1385596;COLEGIO 24 DE MARCO LTDA - EPP;;;;;NÇO PLANEJADO;;;SER;3;7;2,743;81,08;0
ATI1385625;1385625;SOCEB ASSOCIACAO CULTURAL EVANGELICA DE BRASILIA;;;;;NÇO PLANEJADO;;;ATICA;4;114;37,48;142,5;0
ATI1385634;1385634;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;;;BLOQUEADO;;;ATICA;7;270;59,825;40853,8;0
ATI1385644;1385644;SPF COMERCIO LTDA. - ME;;;;;NÇO PLANEJADO;;;ATICA;10;14;3,45;17,5;0
ATI1376947;1376947;;;;;;BLOQUEADO;;;ATICA;29;0;;;Em Conferencia
SAR21703646001;21703646001;SARAIVA E SICILIANO S/A;;;;;FINALIZADO;17/11/2016;;SARAIVA;26;101;42,229;3078,21;Em Conferencia
SAR1355098;1355098;COL BRASILEIRO DE SAO CRISTOVAO;;;21/11/2016;21/11/2016;FINALIZADO;22/11/2016;27/12/2016;SARAIVA;3;8;38,666;10;Entrega Confirmada
SAR217387431;217387431;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;15/12/2016;;FINALIZADO;18/12/2016;;SARAIVA;23;2119;322,878;47796,48;0
SAR1377847;1377847;CENTRO DE EDUCACAO INTEGRADA BONOMI LUDOVICO LTDA ;;;;20/12/2016;FINALIZADO;20/12/2016;22/12/2016;SARAIVA;186;317;88,91;556,13;Entrega Confirmada
SAR35831;35831;EGB EDITORA GRAFICA BERNARDI LTDA;;;;;MOVE CONF -> CL;27/12/2016;28/12/2016;SARAIVA;2;9.036.672;9036,672;29007,72;Em Conferencia
SAR35969;35969;BRASILFORM EDITORA E INDUSTRIA GRAFICA LTDA;;;;;MOVE CONF -> CL;02/01/2017;02/01/2017;SARAIVA;1;313.632;313,632;1006,76;Em Conferencia
SAR1384535;1384535;COLEGIO ELO LTDA - ME;;;;04/01/2017;FINALIZADO;05/01/2017;;SARAIVA;35;490;137,475;16396,53;Entrega Confirmada
SAR21703569001;21703569001;SARAIVA E SICILIANO S/A;;;;;FINALIZADO;04/11/2016;;SARAIVA;13;36;14,531;999,28;Em Conferencia
SAR217354411;217354411;SARAIVA E SICILIANO S/A;;;;;FINALIZADO;01/11/2016;;SARAIVA;3;4;;125,17;Em Conferencia
SAR217375011;217375011;LITERATO DISTRIBUIDORA DE LIVROS LTDA EPP - EPP;;;01/12/2016;;FINALIZADO;02/12/2016;;SARAIVA;21;624;225,454;15298,58;Em Conferencia
SAR217381271;217381271;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;;FINALIZADO;09/12/2016;;SARAIVA;33;104;32,99;687,93;0
SAR217388531;217388531;DLP- DISTRIBUIDORA DE LIVROS PARAENSE LTDA - EPP;;;16/12/2016;;FINALIZADO;21/12/2016;;SARAIVA;85;7737;12978,91;655795,85;0
SAR35778;35778;ESDEVA INDUSTRIA GRAFICA LTDA.;;;;;FINALIZADO;27/12/2016;28/12/2016;SARAIVA;1;8981;8981;27661,48;Em Conferencia
SAR217402941;217402941;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;03/01/2017;;FINALIZADO;03/01/2017;;SARAIVA;1;25;27,225;817,7;0
SAR1384901;1384901;COLEGIO CERQUEIRA LTDA - ME;;;;05/01/2017;FINALIZADO;05/01/2017;05/01/2017;SARAIVA;20;20;15,764;25;Entrega Confirmada
SAR21703578101;21703578101;SARAIVA E SICILIANO S/A;;;;;FINALIZADO;07/11/2016;;SARAIVA;23;63;57,785;2604,66;Em Conferencia
SAR1359708;1359708;INSTITUTO ENSINO MAIRIPORA;;;;30/11/2016;FINALIZADO;01/12/2016;01/12/2016;SARAIVA;181;211;99,518;330,82;Entrega Confirmada
SAR1369050;1369050;ASSOCIACAO CULTURAL DE RENOVACAO TECNOLOGICA SOROC;;;;08/12/2016;FINALIZADO;09/12/2016;09/12/2016;SARAIVA;1;2;1,612;2,5;Entrega Confirmada
SAR1369036;1369036;DIDATICA SERVICOS EDUCACIONAIS LTDA;;;;08/12/2016;FINALIZADO;09/12/2016;09/12/2016;SARAIVA;8;32;24,24;946,18;Entrega Confirmada
SAR1375636;1375636;CENTRO EDUCACIONAL INFANTIL STELLA MARIS LTDA - ME;;;;14/12/2016;FINALIZADO;15/12/2016;15/12/2016;SARAIVA;3;6;28,934;7,5;Entrega Confirmada
SAR1376323;1376323;ORGANIZACAO EDUCACIONAL PABLO NERUDA LTDA - EPP;;;;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;SARAIVA;10;394;296,342;34362,44;Entrega Confirmada
SAR1378104;1378104;FONTE EMPREENDIMENTOS EDUCACIONAIS DE ENSINO MEDIO;;;;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;SARAIVA;109;545;93,98;1016,6;Entrega Confirmada
SAR35816;35816;EDIGRAFICA GRAFICA E EDITORA LTDA;;;;;FINALIZADO;27/12/2016;28/12/2016;SARAIVA;1;11498;11498;34723,96;***Em Separa‡Æo/BO***
SAR35897;35897;BRASILFORM EDITORA E INDUSTRIA GRAFICA LTDA;;;;;MOVE CONF -> CL;28/12/2016;29/12/2016;SARAIVA;5;117.634.416;11763,442;74021,69;Em Conferencia
REQ35876;35876;SARAIVA EDUCACAO S.A;;;;03/01/2017;FINALIZADO;04/01/2017;;REQUISICAO SARAIVA;1;1000;20;5000;***Em Separa‡Æo/BO***
SAR1355257;1355257;UPIARA EMPREENDIMENTOS E PARTICIPACOES S/A.;;;;22/11/2016;FINALIZADO;22/11/2016;27/12/2016;SARAIVA;20;279;231,976;348,75;Entrega Confirmada
SAR1368625;1368625;FUNDACAO UBALDINO DO AMARAL;;;;07/12/2016;FINALIZADO;07/12/2016;09/12/2016;SARAIVA;55;58;61,667;1850,2;Entrega Confirmada
SAR217381331;217381331;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;;;FINALIZADO;11/12/2016;;SARAIVA;27;27;60,7;4529,1;0
SAR217380801;217380801;D L S - DISTRIBUIDORA DE LIVROS SOLIMOES LTDA - EP;;;09/12/2016;;FINALIZADO;12/12/2016;;SARAIVA;9;1175;659,545;29419,17;Em Conferencia
SAR217383271;217383271;SARAIVA E SICILIANO S/A;;;;;FINALIZADO;14/12/2016;;SARAIVA;25;262;120,907;17986,59;0
SAR1377514;1377514;CENTRO EDUCACIONAL MARIA MONTESSORI LTDA - EPP;;;;19/12/2016;FINALIZADO;19/12/2016;22/12/2016;SARAIVA;20;36;29,807;45;Entrega Confirmada
SAR35787;35787;BERCROM GRAFICA E EDITORA LTDA;;;;;FINALIZADO;28/12/2016;29/12/2016;SARAIVA;1;1.198.341.499;11983,415;38107,26;***Em Separa‡Æo/BO***
SAR36075;36075;PANCROM INDUSTRIA GRAFICA LTDA;;;;;MOVE CONF -> CL;03/01/2017;03/01/2017;SARAIVA;2;11.854.448;11854,448;38446,51;Em Conferencia
